id,dex_number,region,slug,description,credit,enabled,catchable,abundance,name.ja,name.ja_r,name.ja_t,name.en,name.en2,name.de,name.fr,type.0,type.1,mythical,legendary,ultra_beast,event,height,weight,evo.to,evo.from,base.hp,base.atk,base.def,base.satk,base.sdef,base.spd,evo.mega,evo.mega_x,evo.mega_y,is_form,form_item
104,104,kanto,cubone,"This Pokémon wears the skull of its deceased
mother. Sometimes Cubone’s dreams make it cry,
but each tear Cubone sheds makes it stronger.",,1,2,384,カラカラ,Karakara,Karakara,Cubone,,Tragosso,Osselait,Ground,,,,,,4,65,105,,50,50,95,40,50,35,,,,,
105,105,kanto,marowak,"When this Pokémon evolved, the skull of its
mother fused to it. Marowak’s temperament also
turned vicious at the same time.",,1,2,96,ガラガラ,Garagara,Garagara,Marowak,,Knogga,Ossatueur,Ground,,,,,,10,450,,104,60,80,110,50,80,45,,,,,
106,106,kanto,hitmonlee,"The legs freely contract and stretch. The stretchy
legs allow it to hit a distant foe with a rising kick.",,1,2,96,サワムラー,Sawamurā,Sawamular,Hitmonlee,,Kicklee,Kicklee,Fighting,,,,,,15,498,,236,50,120,53,35,110,87,,,,,
107,107,kanto,hitmonchan,"Its punches slice the air. However, it seems to
need a short break after fighting for three minutes.",,1,2,96,エビワラー,Ebiwarā,Ebiwalar,Hitmonchan,,Nockchan,Tygnon,Fighting,,,,,,14,502,,236,50,105,79,35,110,76,,,,,
108,108,kanto,lickitung,"Bug Pokémon are Lickitung’s main food source.
This Pokémon paralyzes its prey with a lick from
its long tongue, then swallows the prey whole.",,1,1,384,ベロリンガ,Beroringa,Beroringa,Lickitung,,Schlurp,Excelangue,Normal,,,,,,12,655,463,,90,55,75,60,75,30,,,,,
109,109,kanto,koffing,"It adores polluted air. Some claim that Koffing
used to be more plentiful in the Galar region
than they are now.",,1,2,384,ドガース,Dogāsu,Dogars,Koffing,,Smogon,Smogo,Poison,,,,,,6,10,110,,40,65,95,60,45,35,,,,,
110,110,kanto,weezing,"It can’t suck in air quite as well as a Galarian Weezing, but the toxins it creates are more potent than those of its counterpart.",,1,2,96,マタドガス,Matadogasu,Matadogas,Weezing,,Smogmog,Smogogo,Poison,,,,,,12,95,,109,65,90,120,85,70,60,,,,,
111,111,kanto,rhyhorn,"It can remember only one thing at a time. Once it
starts rushing, it forgets why it started.",,1,2,1536,サイホーン,Saihōn,Sihorn,Rhyhorn,,Rihorn,Rhinocorne,Ground,Rock,,,,,10,1150,112,,80,85,95,30,30,25,,,,,
112,112,kanto,rhydon,"Protected by an armor-like hide, it is capable of
living in molten lava of 3,600 degrees Fahrenheit.",,1,2,384,サイドン,Saidon,Sidon,Rhydon,,Rizeros,Rhinoféros,Ground,Rock,,,,,19,1200,464,111,105,130,120,45,45,40,,,,,
113,113,kanto,chansey,"This species was once very slow. To protect their
eggs from other creatures, these Pokémon
became able to flee quickly.",,1,1,384,ラッキー,Rakkī,Lucky,Chansey,,Chaneira,Leveinard,Normal,,,,,,11,346,242,440,250,5,5,35,105,50,,,,,
114,114,kanto,tangela,"The vines of a Tangela have a distinct scent.
In some parts of Galar, Tangela vines are used
as herbs.",,1,2,384,モンジャラ,Monjara,Monjara,Tangela,,Tangela,Saquedeneu,Grass,,,,,,10,350,465,,65,55,115,100,40,60,,,,,
115,115,kanto,kangaskhan,"There are records of a lost human child being
raised by a childless Kangaskhan.",,1,2,96,ガルーラ,Garūra,Garura,Kangaskhan,,Kangama,Kangourex,Normal,,,,,,22,800,,,105,95,80,40,80,90,10039,,,,
116,116,kanto,horsea,"They swim with dance-like motions and cause
whirlpools to form. Horsea compete to see which
of them can generate the biggest whirlpool.",,1,4,1536,タッツー,Tattsū,Tattu,Horsea,,Seeper,Hypotrempe,Water,,,,,,4,80,117,,30,40,70,70,25,60,,,,,
117,117,kanto,seadra,"Seadra’s mouth is slender, but its suction power
is strong. In an instant, Seadra can suck in food
that’s larger than the opening of its mouth.",,1,4,384,シードラ,Shīdora,Seadra,Seadra,,Seemon,Hypocéan,Water,,,,,,12,250,230,116,55,65,95,95,45,85,,,,,
118,118,kanto,goldeen,"Its dorsal and pectoral fins are strongly developed
like muscles. It can swim at a speed of five knots.",,1,4,384,トサキント,Tosakinto,Tosakinto,Goldeen,,Goldini,Poissirène,Water,,,,,,6,150,119,,45,67,60,35,50,63,,,,,
119,119,kanto,seaking,"Using its horn, it bores holes in riverbed
boulders, making nests to prevent its eggs from
washing away.",,1,4,96,アズマオウ,Azumaō,Azumao,Seaking,,Golking,Poissoroy,Water,,,,,,13,390,,118,80,92,65,65,80,68,,,,,
120,120,kanto,staryu,"Fish Pokémon nibble at it, but Staryu isn’t
bothered. Its body regenerates quickly, even
if part of it is completely torn off.",,1,1,384,ヒトデマン,Hitodeman,Hitodeman,Staryu,,Sterndu,Stari,Water,,,,,,8,345,121,,30,45,55,70,55,85,,,,,
121,121,kanto,starmie,"Starmie swims by spinning its body at high speed.
As this Pokémon cruises through the ocean, it
absorbs tiny plankton.",,1,1,96,スターミー,Sutāmī,Starmie,Starmie,,Starmie,Staross,Water,Psychic,,,,,11,800,,120,60,75,85,100,85,115,,,,,
122,122,kanto,mr-mime,"It’s known for its top-notch pantomime skills.
It protects itself from all sorts of attacks by
emitting auras from its fingers to create walls.",,1,1,96,バリヤード,Bariyādo,Barrierd,Mr. Mime,,Pantimos,M. Mime,Psychic,Fairy,,,,,13,545,,439,40,45,65,100,120,90,,,,,
123,123,kanto,scyther,"If you come across an area in a forest where a lot
of the trees have been cut down, what you’ve
found is a Scyther’s territory.",,1,1,384,ストライク,Sutoraiku,Strike,Scyther,,Sichlor,Insécateur,Bug,Flying,,,,,15,560,212 900,,70,110,80,55,80,105,,,,,
124,124,kanto,jynx,"Appears to move to a rhythm of its own, as if it
were dancing. It wiggles its hips as it walks.",,1,2,96,ルージュラ,Rūjura,Rougela,Jynx,,Rossana,Lippoutou,Ice,Psychic,,,,,14,406,,238,65,50,35,115,95,95,,,,,
125,125,kanto,electabuzz,"If a major power outage occurs, it is certain
that this Pokémon has eaten electricity
at a power plant.",,1,1,384,エレブー,Erebū,Eleboo,Electabuzz,,Elektek,Élektek,Electric,,,,,,11,300,466,239,65,83,57,95,85,105,,,,,
126,126,kanto,magmar,"Born in an active volcano. Its body is
always cloaked in flames, so it looks like
a big ball of fire.",,1,1,384,ブーバー,Būbā,Boober,Magmar,,Magmar,Magmar,Fire,,,,,,13,445,467,240,65,95,57,100,85,93,,,,,
127,127,kanto,pinsir,"This Pokémon clamps its pincers down on its prey
and then either splits the prey in half or flings
it away.",,1,2,96,カイロス,Kairosu,Kailios,Pinsir,,Pinsir,Scarabrute,Bug,,,,,,15,550,,,65,125,100,55,70,85,10040,,,,
128,128,kanto,tauros,"The Tauros of the Galar region are volatile in
nature, and they won’t allow people to ride on
their backs.",,1,2,96,ケンタロス,Kentarosu,Kentauros,Tauros,,Tauros,Tauros,Normal,,,,,,14,884,,,75,100,95,40,70,110,,,,,
129,129,kanto,magikarp,"This weak and pathetic Pokémon gets easily
pushed along rivers when there are strong currents.",,1,4,384,コイキング,Koikingu,Koiking,Magikarp,,Karpador,Magicarpe,Water,,,,,,9,100,130,,20,10,55,15,20,80,,,,,
130,130,kanto,gyarados,"Once it begins to rampage, a Gyarados will burn
everything down, even in a harsh storm.",,1,4,96,ギャラドス,Gyaradosu,Gyarados,Gyarados,,Garados,Léviator,Water,Flying,,,,,65,2350,,129,95,125,79,60,100,81,10041,,,,
131,131,kanto,lapras,"It surrounds itself with a huge ring of gathered ice
particles. It uses the ring to smash any icebergs
that might impede its graceful swimming.",,1,1,96,ラプラス,Rapurasu,Laplace,Lapras,,Lapras,Lokhlass,Water,Ice,,,,,25,2200,,,130,85,80,85,95,60,,,,,
132,132,kanto,ditto,"When it encounters another Ditto, it will move
faster than normal to duplicate that opponent exactly.",,1,1,96,メタモン,Metamon,Metamon,Ditto,,Ditto,Métamorph,Normal,,,,,,3,40,,,48,48,48,48,48,48,,,,,
133,133,kanto,eevee,"Thanks to its unstable genetic makeup, this
special Pokémon conceals many different
possible evolutions.",,1,1,384,イーブイ,Ībui,Eievui,Eevee,,Evoli,Évoli,Normal,,,,,,3,65,134 135 136 196 197 470 471 700,,55,55,50,45,65,55,,,,,
134,134,kanto,vaporeon,"Its body’s cellular structure is similar to the
molecular composition of water. It can melt
invisibly in water.",,1,1,96,シャワーズ,Shawāzu,Showers,Vaporeon,,Aquana,Aquali,Water,,,,,,10,290,,133,130,65,60,110,95,65,,,,,
135,135,kanto,jolteon,"It accumulates negative ions in the atmosphere to
blast out 10,000-volt lightning bolts.",,1,2,96,サンダース,Sandāsu,Thunders,Jolteon,,Blitza,Voltali,Electric,,,,,,8,245,,133,65,65,60,110,95,130,,,,,
136,136,kanto,flareon,"It stores some of the air it inhales in its internal
flame pouch, which heats it to over
3,000 degrees Fahrenheit.",,1,2,96,ブースター,Būsutā,Booster,Flareon,,Flamara,Pyroli,Fire,,,,,,9,250,,133,65,130,60,95,110,65,,,,,
137,137,kanto,porygon,"In recent years, this species has been very helpful
in cyberspace. These Pokémon will go around
checking to make sure no suspicious data exists.",,1,1,1536,ポリゴン,Porigon,Porygon,Porygon,,Porygon,Porygon,Normal,,,,,,8,365,233,,65,60,70,85,75,40,,,,,
138,138,kanto,omanyte,"An ancient Pokémon that was recovered from
a fossil. It swam by cleverly twisting its
10 tentacles about.",,1,1,384,オムナイト,Omunaito,Omnite,Omanyte,,Amonitas,Amonita,Rock,Water,,,,,4,75,139,,35,40,100,90,55,35,,,,,
139,139,kanto,omastar,"Its sharp beak rings its mouth. Its shell was too
big for it to move freely, so it became extinct.",,1,1,96,オムスター,Omusutā,Omstar,Omastar,,Amoroso,Amonistar,Rock,Water,,,,,10,350,,138,70,60,125,115,70,55,,,,,
140,140,kanto,kabuto,"A Pokémon that was recovered from a fossil.
It used the eyes on its back while hiding
on the seafloor.",,1,2,384,カブト,Kabuto,Kabuto,Kabuto,,Kabuto,Kabuto,Rock,Water,,,,,5,115,141,,30,80,90,55,45,55,,,,,
141,141,kanto,kabutops,"A slim and fast swimmer. It sliced its prey with
its sharp sickles and drank the body fluids.",,1,1,96,カブトプス,Kabutopusu,Kabutops,Kabutops,,Kabutops,Kabutops,Rock,Water,,,,,13,405,,140,60,115,105,65,70,80,,,,,
142,142,kanto,aerodactyl,"The power of Mega Evolution has completely
restored its genes. The rocks on its body are
harder than diamond.",,1,2,96,プテラ,Putera,Ptera,Aerodactyl,,Aerodactyl,Ptéra,Rock,Flying,,,,,18,590,,,80,105,65,60,75,130,10042,,,,
143,143,kanto,snorlax,"This Pokémon’s stomach is so strong, even eating
moldy or rotten food will not affect it.",,1,1,96,カビゴン,Kabigon,Kabigon,Snorlax,,Relaxo,Ronflex,Normal,,,,,,21,4600,,446,160,110,65,65,110,30,,,,,
144,144,kanto,articuno,"A legendary bird Pokémon. It freezes water
that is contained in winter air and makes it snow.",,1,3,6,フリーザー,Furīzā,Freezer,Articuno,,Arktos,Artikodin,Ice,Flying,,1,,,17,554,,,90,85,100,95,125,85,,,,,
145,145,kanto,zapdos,"This legendary bird Pokémon is said to
appear when the sky turns dark and lightning
showers down.",,1,2,6,サンダー,Sandā,Thunder,Zapdos,,Zapdos,Électhor,Electric,Flying,,1,,,16,526,,,90,90,85,125,90,100,,,,,
146,146,kanto,moltres,"A legendary bird Pokémon. As it flaps its
flaming wings, even the night sky will turn red.",,1,3,6,ファイヤー,Faiyā,Fire,Moltres,,Lavados,Sulfura,Fire,Flying,,1,,,20,600,,,90,100,90,125,85,90,,,,,
147,147,kanto,dratini,"Long thought to be a myth, this Pokémon’s
existence was only recently confirmed by a
fisherman who caught one.",,1,1,1024,ミニリュウ,Miniryū,Miniryu,Dratini,,Dratini,Minidraco,Dragon,,,,,,18,33,148,,41,64,45,50,50,50,,,,,
148,148,kanto,dragonair,"According to a witness, its body was surrounded
by a strange aura that gave it a mystical look.",,1,1,256,ハクリュー,Hakuryū,Hakuryu,Dragonair,,Dragonir,Draco,Dragon,,,,,,40,165,149,147,61,84,65,70,70,70,,,,,
149,149,kanto,dragonite,"It is said that this Pokémon lives somewhere
in the sea and that it flies. However, these are
only rumors.",,1,2,64,カイリュー,Kairyū,Kairyu,Dragonite,,Dragoran,Dracolosse,Dragon,Flying,,,,,22,2100,,148,91,134,95,100,100,80,,,,,
150,150,kanto,mewtwo,"Psychic power has augmented its muscles.
It has a grip strength of one ton and can sprint
a hundred meters in two seconds flat!",,1,1,6,ミュウツー,Myūtsū,Mewtwo,Mewtwo,,Mewtu,Mewtwo,Psychic,,,1,,,20,1220,,,106,110,90,154,90,130,,10043,10044,,
151,151,kanto,mew,"When viewed through a microscope, this
Pokémon’s short, fine, delicate hair can be seen.",,1,1,12,ミュウ,Myū,Mew,Mew,,Mew,Mew,Psychic,,1,,,,4,40,,,100,100,100,100,100,100,,,,,
152,152,johto,chikorita,"In battle, Chikorita waves its leaf around to keep the foe at
bay. However, a sweet fragrance also wafts from the leaf,
becalming the battling Pokémon and creating a cozy,
friendly atmosphere all around.",,1,1,512,チコリータ,Chikorīta,Chicorita,Chikorita,,Endivie,Germignon,Grass,,,,,,9,64,153,,45,49,65,49,65,45,,,,,
153,153,johto,bayleef,"Bayleef’s neck is ringed by curled-up leaves. Inside each
tubular leaf is a small shoot of a tree. The fragrance of this
shoot makes people peppy.",,1,1,384,ベイリーフ,Beirīfu,Bayleaf,Bayleef,,Lorblatt,Macronium,Grass,,,,,,12,158,154,152,60,62,80,63,80,60,,,,,
154,154,johto,meganium,"The fragrance of Meganium’s flower soothes and calms
emotions. In battle, this Pokémon gives off more of its
becalming scent to blunt the foe’s fighting spirit.",,1,1,96,メガニウム,Meganiumu,Meganium,Meganium,,Meganie,Méganium,Grass,,,,,,18,1005,,153,80,82,100,83,100,80,,,,,
155,155,johto,cyndaquil,"Cyndaquil protects itself by flaring up the flames on its back.
The flames are vigorous if the Pokémon is angry. However, if it
is tired, the flames splutter fitfully with incomplete combustion.",,1,2,512,ヒノアラシ,Hinoarashi,Hinoarashi,Cyndaquil,,Feurigel,Héricendre,Fire,,,,,,5,79,156,,39,52,43,60,50,65,,,,,
156,156,johto,quilava,"Quilava keeps its foes at bay with the intensity of its flames
and gusts of superheated air. This Pokémon applies its
outstanding nimbleness to dodge attacks even while scorching
the foe with flames.",,1,1,384,マグマラシ,Magumarashi,Magmarashi,Quilava,,Igelavar,Feurisson,Fire,,,,,,9,190,157,155,58,64,58,80,65,80,,,,,
157,157,johto,typhlosion,"Typhlosion obscures itself behind a shimmering heat haze that
it creates using its intensely hot flames. This Pokémon creates
blazing explosive blasts that burn everything to cinders.",,1,1,96,バクフーン,Bakufūn,Bakphoon,Typhlosion,,Tornupto,Typhlosion,Fire,,,,,,17,795,,156,78,84,78,109,85,100,,,,,
158,158,johto,totodile,"Despite the smallness of its body, Totodile’s jaws are very
powerful. While the Pokémon may think it is just playfully
nipping, its bite has enough power to cause serious injury.",,1,2,512,ワニノコ,Waninoko,Waninoko,Totodile,,Karnimani,Kaiminus,Water,,,,,,6,95,159,,50,65,64,44,48,43,,,,,
159,159,johto,croconaw,"Once Croconaw has clamped its jaws on its foe, it will
absolutely not let go. Because the tips of its fangs are
forked back like barbed fishhooks, they become impossible
to remove when they have sunk in.",,1,2,384,アリゲイツ,Arigeitsu,Alligates,Croconaw,,Tyracroc,Crocrodil,Water,,,,,,11,250,160,158,65,80,80,59,63,58,,,,,
160,160,johto,feraligatr,"Feraligatr intimidates its foes by opening its huge mouth.
In battle, it will kick the ground hard with its thick and powerful
hind legs to charge at the foe at an incredible speed.",,1,2,96,オーダイル,Ōdairu,Ordile,Feraligatr,,Impergator,Aligatueur,Water,,,,,,23,888,,159,85,105,100,79,83,78,,,,,
161,161,johto,sentret,"When Sentret sleeps, it does so while another stands guard.
The sentry wakes the others at the first sign of danger. When
this Pokémon becomes separated from its pack, it becomes
incapable of sleep due to fear.",,1,2,384,オタチ,Otachi,Otachi,Sentret,,Wiesor,Fouinette,Normal,,,,,,8,60,162,,35,46,34,35,45,20,,,,,
162,162,johto,furret,"Furret has a very slim build. When under attack, it can slickly
squirm through narrow spaces and get away. In spite of its
short limbs, this Pokémon is very nimble and fleet.",,1,2,96,オオタチ,Ōtachi,Ootachi,Furret,,Wiesenior,Fouinar,Normal,,,,,,18,325,,161,85,76,64,45,55,90,,,,,
163,163,johto,hoothoot,"It begins to hoot at the same time every day.
Some Trainers use them in place of clocks.",,1,1,384,ホーホー,Hōhō,Hoho,Hoothoot,,Hoothoot,Hoothoot,Normal,Flying,,,,,7,212,164,,60,30,30,36,56,50,,,,,
164,164,johto,noctowl,"When it needs to think, it rotates its head
180 degrees to sharpen its intellectual power.",,1,1,96,ヨルノズク,Yorunozuku,Yorunozuku,Noctowl,,Noctuh,Noarfang,Normal,Flying,,,,,16,408,,163,100,50,50,86,96,70,,,,,
165,165,johto,ledyba,"These very cowardly Pokémon join together and
use Reflect to protect their nest.",,1,1,384,レディバ,Rediba,Rediba,Ledyba,,Ledyba,Coxy,Bug,Flying,,,,,10,108,166,,40,20,30,40,80,55,,,,,
166,166,johto,ledian,"It flies through the night sky, sprinkling sparkly
dust. According to some, if that dust sticks to
you, good things will happen to you.",,1,2,96,レディアン,Redian,Redian,Ledian,,Ledian,Coxyclaque,Bug,Flying,,,,,14,356,,165,55,35,50,55,110,85,,,,,
167,167,johto,spinarak,"Although the poison from its fangs isn’t that
strong, it’s potent enough to weaken prey that
gets caught in its web.",,1,1,384,イトマル,Itomaru,Itomaru,Spinarak,,Webarak,Mimigal,Bug,Poison,,,,,5,85,168,,40,60,40,40,40,30,,,,,
168,168,johto,ariados,"It spews threads from its mouth to catch its
prey. When night falls, it leaves its web to go
hunt aggressively.",,1,1,96,アリアドス,Ariadosu,Ariados,Ariados,,Ariados,Migalos,Bug,Poison,,,,,11,335,,167,70,90,70,60,70,40,,,,,
169,169,johto,crobat,"It feeds on the blood of living people and
Pokémon. If it can’t drink any blood for even a
short while, it becomes weak and unable to fly.",,1,2,96,クロバット,Kurobatto,Crobat,Crobat,,Iksbat,Nostenfer,Poison,Flying,,,,,18,750,,42,85,90,80,70,80,130,,,,,
170,170,johto,chinchou,"On the dark ocean floor, its only means of
communication is its constantly flashing lights.",,1,1,384,チョンチー,Chonchī,Chonchie,Chinchou,,Lampi,Loupio,Water,Electric,,,,,5,120,171,,75,38,38,56,56,67,,,,,
171,171,johto,lanturn,"This Pokémon flashes a bright light that blinds
its prey. This creates an opening for it to deliver
an electrical attack.",,1,1,96,ランターン,Rantān,Lantern,Lanturn,,Lanturn,Lanturn,Water,Electric,,,,,12,225,,170,125,58,58,76,76,67,,,,,
172,172,johto,pichu,"The electric sacs in its cheeks are small. If even a
little electricity leaks, it becomes shocked.",,1,1,96,ピチュー,Pichū,Pichu,Pichu,,Pichu,Pichu,Electric,,,,,,3,20,25,,20,40,15,35,35,60,,,,,
173,173,johto,cleffa,"Because of its unusual, starlike silhouette, people
believe that it came here on a meteor.",,1,1,96,ピィ,Pī,Py,Cleffa,,Pii,Mélo,Fairy,,,,,,3,30,35,,50,25,28,45,55,15,,,,,
174,174,johto,igglybuff,"Taking advantage of the softness of its body,
Igglybuff moves as if bouncing. Its body turns a
deep pink when its temperature rises.",,1,1,96,ププリン,Pupurin,Pupurin,Igglybuff,,Fluffeluff,Toudoudou,Normal,Fairy,,,,,3,10,39,,90,30,15,40,20,15,,,,,
175,175,johto,togepi,"It is considered to be a symbol of good luck.
Its shell is said to be filled with happiness.",,1,1,1536,トゲピー,Togepī,Togepy,Togepi,,Togepi,Togepi,Fairy,,,,,,3,15,176,,35,20,65,40,65,20,,,,,
176,176,johto,togetic,"It grows dispirited if it is not with kind people.
It can float in midair without moving its wings.",,1,1,384,トゲチック,Togechikku,Togechick,Togetic,,Togetic,Togetic,Fairy,Flying,,,,,6,32,468,175,55,40,85,80,105,40,,,,,
177,177,johto,natu,"Because its wings aren’t yet fully grown, it has to
hop to get around. It is always staring
at something.",,1,1,384,ネイティ,Neiti,Naty,Natu,,Natu,Natu,Psychic,Flying,,,,,2,20,178,,40,50,45,70,45,70,,,,,
178,178,johto,xatu,"This odd Pokémon can see both the past and
the future. It eyes the sun’s movement all day.",,1,1,96,ネイティオ,Neitio,Natio,Xatu,,Xatu,Xatu,Psychic,Flying,,,,,15,150,,177,65,75,70,95,70,95,,,,,
